Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Product,Category,Quantity,Unit_Price,Discount,Sales,Profit,Payment_Method,Order_Status
ORD-10395,2023-05-01,CUST-0065,Nandini Rastogi,Female,55,Coimbatore,Tamil Nadu,Philips Digital Air Fryer HD9252,Home & Kitchen,2,8499.0,10.0,15298.2,3569.58,UPI,Delivered
ORD-10613,2023-05-01,CUST-0021,Gaurav Saxena,Male,27,Bhopal,Madhya Pradesh,The Psychology of Money by Morgan Housel,Books & Stationery,2,399.0,10.0,718.2,254.72,UPI,Delivered
ORD-10812,2023-05-02,CUST-0149,Mayank Desai,Male,50,Kanpur,Uttar Pradesh,Fossil Minimalist Chronograph Watch,Fashion,1,11495.0,25.0,8621.25,2658.22,UPI,Pending
ORD-10539,2023-05-03,CUST-0063,Isha Aggarwal,Female,37,Indore,Madhya Pradesh,L'Oreal Paris Extraordinary Oil Serum,Beauty & Personal Care,1,649.0,0.0,649.0,272.58,Debit Card,Delivered
ORD-10014,2023-05-04,CUST-0077,Ojas Aggarwal,Male,39,Chandigarh,Punjab,Decathlon 20kg Cast Iron Dumbbell Set,Sports & Fitness,1,3499.0,10.0,3149.1,822.96,UPI,Delivered
ORD-10354,2023-05-04,CUST-0104,Chetan Singhania,Male,56,Chennai,Tamil Nadu,L'Oreal Paris Extraordinary Oil Serum,Beauty & Personal Care,3,649.0,0.0,1947.0,-116.82,Debit Card,Returned
ORD-10180,2023-05-05,CUST-0044,Archana Pillai,Female,36,Coimbatore,Tamil Nadu,Nivia Storm Football Size 5,Sports & Fitness,1,699.0,10.0,629.1,234.86,Net Banking,Pending
ORD-10729,2023-05-05,CUST-0124,Pranav Trivedi,Male,26,Ahmedabad,Gujarat,OnePlus Nord CE 3 Lite 5G,Electronics,2,18499.0,25.0,27748.5,4624.75,Credit Card,Delivered
ORD-10599,2023-05-07,CUST-0024,Tanvi Kulkarni,Female,23,Pune,Maharashtra,Samsung Galaxy S24 5G,Electronics,1,69999.0,20.0,55999.2,8735.88,UPI,Delivered
ORD-10755,2023-05-07,CUST-0004,Ananya Iyer,Female,29,Chennai,Tamil Nadu,Boldfit Anti-Tear NBR Yoga Mat,Sports & Fitness,2,999.0,0.0,1998.0,839.16,UPI,Delivered
ORD-10521,2023-05-10,CUST-0021,Gaurav Saxena,Male,27,Bhopal,Madhya Pradesh,Ray-Ban Aviator Polarized Sunglasses,Fashion,2,7490.0,0.0,14980.0,6291.6,UPI,Delivered
ORD-10658,2023-05-10,CUST-0003,Rahul Verma,Male,24,Bengaluru,Karnataka,Decathlon 20kg Cast Iron Dumbbell Set,Sports & Fitness,2,3499.0,5.0,6648.1,1799.42,Credit Card,Delivered
ORD-10636,2023-05-11,CUST-0019,Deepak Bhatt,Male,36,Indore,Madhya Pradesh,Decathlon 20kg Cast Iron Dumbbell Set,Sports & Fitness,1,3499.0,20.0,2799.2,679.27,UPI,Pending
ORD-10837,2023-05-11,CUST-0035,Abhishek Das,Male,34,Kolkata,West Bengal,Parker Frontier Matte Black Fountain Pen,Books & Stationery,3,650.0,15.0,1657.5,686.21,Credit Card,Delivered
ORD-10454,2023-05-12,CUST-0131,Rhea Chopra,Female,47,Nagpur,Maharashtra,The Psychology of Money by Morgan Housel,Books & Stationery,1,399.0,15.0,339.15,115.99,UPI,Delivered
ORD-10776,2023-05-12,CUST-0002,Priya Patel,Female,32,Ahmedabad,Gujarat,Prestige Induction Cooktop 2000W,Home & Kitchen,2,2899.0,15.0,4928.3,1241.93,Cash on Delivery,Delivered
ORD-10813,2023-05-14,CUST-0050,Geeta Madhavan,Female,41,Chennai,Tamil Nadu,L'Oreal Paris Extraordinary Oil Serum,Beauty & Personal Care,2,649.0,25.0,973.5,340.72,Credit Card,Delivered
ORD-10079,2023-05-15,CUST-0027,Nikhil Chauhan,Male,26,Ludhiana,Punjab,Logitech MX Master 3S Mouse,Electronics,2,8995.0,0.0,17990.0,5037.2,UPI,Delivered
ORD-10508,2023-05-15,CUST-0062,Shreya Aggarwal,Female,43,New Delhi,Delhi,Boldfit Anti-Tear NBR Yoga Mat,Sports & Fitness,3,999.0,20.0,2397.6,872.73,UPI,Delivered
ORD-10722,2023-05-16,CUST-0085,Aryan Mittal,Male,24,Kolkata,West Bengal,Philips All-in-One Trimmer MG7715,Beauty & Personal Care,1,3295.0,20.0,2636.0,731.05,UPI,Delivered
ORD-10203,2023-05-17,CUST-0060,Mayank Singhania,Male,22,Chandigarh,Punjab,Parker Frontier Matte Black Fountain Pen,Books & Stationery,1,650.0,15.0,552.5,228.74,UPI,Delivered
ORD-10457,2023-05-18,CUST-0012,Divya Rao,Female,25,Bengaluru,Karnataka,Parker Frontier Matte Black Fountain Pen,Books & Stationery,3,650.0,10.0,1755.0,753.48,Debit Card,Delivered
ORD-10648,2023-05-18,CUST-0102,Anushka Rastogi,Female,53,New Delhi,Delhi,Samsung Galaxy S24 5G,Electronics,1,69999.0,20.0,55999.2,8735.88,Debit Card,Delivered
ORD-10072,2023-05-19,CUST-0018,Ritu Choudhury,Female,28,Surat,Gujarat,Forest Essentials Soundarya Face Cream,Beauty & Personal Care,1,2850.0,20.0,2280.0,948.48,Credit Card,Delivered
ORD-10568,2023-05-19,CUST-0034,Preeti Dubey,Female,26,Lucknow,Uttar Pradesh,The Body Shop British Rose Shower Gel,Beauty & Personal Care,1,795.0,10.0,715.5,293.83,UPI,Delivered
ORD-10047,2023-05-20,CUST-0082,Harshit Kaur,Male,55,New Delhi,Delhi,Sony WH-1000XM5 ANC Headphones,Electronics,1,26990.0,25.0,20242.5,3711.13,Net Banking,Delivered
ORD-10525,2023-05-20,CUST-0025,Siddharth Jain,Male,33,Jaipur,Rajasthan,Prestige Induction Cooktop 2000W,Home & Kitchen,1,2899.0,0.0,2899.0,811.72,Credit Card,Delivered
ORD-10649,2023-05-20,CUST-0053,Kabir Singhania,Male,33,Chennai,Tamil Nadu,Dell XPS 13 Core i7 Laptop,Electronics,1,109990.0,20.0,87992.0,10676.36,Cash on Delivery,Pending
ORD-10704,2023-05-20,CUST-0043,Rohit Khandelwal,Male,32,Indore,Madhya Pradesh,Boat Rockerz 450 Bluetooth Headset,Electronics,2,1499.0,0.0,2998.0,1049.3,UPI,Pending
ORD-10098,2023-05-21,CUST-0007,Vikram Singh,Male,41,Jaipur,Rajasthan,Prestige Induction Cooktop 2000W,Home & Kitchen,1,2899.0,0.0,2899.0,811.72,Credit Card,Delivered
ORD-10325,2023-05-21,CUST-0013,Amitabh Sen,Male,45,Kolkata,West Bengal,L'Oreal Paris Extraordinary Oil Serum,Beauty & Personal Care,2,649.0,25.0,973.5,340.72,Credit Card,Delivered
ORD-10249,2023-05-23,CUST-0016,Sunita Deshmukh,Female,42,Nagpur,Maharashtra,Parker Frontier Matte Black Fountain Pen,Books & Stationery,1,650.0,20.0,520.0,207.31,Credit Card,Delivered
ORD-10647,2023-05-23,CUST-0056,Simran Narang,Female,29,Coimbatore,Tamil Nadu,Ray-Ban Aviator Polarized Sunglasses,Fashion,1,7490.0,5.0,7115.5,2888.89,UPI,Pending
ORD-10071,2023-05-24,CUST-0033,Sameer Khan,Male,30,Hyderabad,Telangana,Apple iPhone 15 (128GB),Electronics,1,74999.0,5.0,71249.05,-4274.94,UPI,Returned
ORD-10752,2023-05-26,CUST-0023,Rajesh Pillai,Male,48,Coimbatore,Tamil Nadu,The Psychology of Money by Morgan Housel,Books & Stationery,1,399.0,0.0,399.0,151.62,UPI,Delivered
ORD-10383,2023-05-27,CUST-0144,Yash Aggarwal,Male,20,Gurugram,Haryana,Kent Grand Plus RO Water Purifier,Home & Kitchen,1,15499.0,0.0,15499.0,3719.76,Credit Card,Delivered
ORD-10168,2023-05-28,CUST-0012,Divya Rao,Female,25,Bengaluru,Karnataka,Ray-Ban Aviator Polarized Sunglasses,Fashion,1,7490.0,15.0,6366.5,2406.54,UPI,Delivered
ORD-10212,2023-05-28,CUST-0023,Rajesh Pillai,Male,48,Coimbatore,Tamil Nadu,Minimalist 10% Niacinamide Serum,Beauty & Personal Care,2,599.0,10.0,1078.2,462.91,UPI,Delivered
ORD-10814,2023-05-30,CUST-0014,Kavita Mehra,Female,34,Chandigarh,Punjab,Sony WH-1000XM5 ANC Headphones,Electronics,2,26990.0,0.0,53980.0,11875.6,Cash on Delivery,Delivered
ORD-10642,2023-05-31,CUST-0086,Tushar Mittal,Male,20,Bengaluru,Karnataka,The Psychology of Money by Morgan Housel,Books & Stationery,2,399.0,5.0,758.1,278.48,Credit Card,Delivered
ORD-10824,2023-06-01,CUST-0033,Sameer Khan,Male,30,Hyderabad,Telangana,Logitech MX Master 3S Mouse,Electronics,1,8995.0,25.0,6746.25,1574.13,Cash on Delivery,Delivered
ORD-10676,2023-06-02,CUST-0016,Sunita Deshmukh,Female,42,Nagpur,Maharashtra,Atomic Habits by James Clear,Books & Stationery,3,499.0,20.0,1197.6,373.65,UPI,Delivered
ORD-10601,2023-06-03,CUST-0022,Shweta Mishra,Female,31,Kanpur,Uttar Pradesh,Allen Solly Men's Cotton Polo,Fashion,1,1199.0,25.0,899.25,329.73,UPI,Delivered
ORD-10351,2023-06-04,CUST-0002,Priya Patel,Female,32,Ahmedabad,Gujarat,Atomic Habits by James Clear,Books & Stationery,1,499.0,5.0,474.05,164.97,UPI,Pending
ORD-10587,2023-06-05,CUST-0121,Harshit Singhania,Male,42,Gurugram,Haryana,Levi's 511 Slim Fit Denim,Fashion,1,2899.0,0.0,2899.0,1101.62,Credit Card,Pending
ORD-10347,2023-06-07,CUST-0057,Dev Bhattacharya,Male,26,Kolkata,West Bengal,Logitech MX Master 3S Mouse,Electronics,1,8995.0,0.0,8995.0,2518.6,Credit Card,Delivered
ORD-10623,2023-06-07,CUST-0058,Sanya Bhatia,Female,49,Jaipur,Rajasthan,Zara Classic Linen Casual Shirt,Fashion,3,2990.0,20.0,7176.0,0.0,UPI,Cancelled
ORD-10727,2023-06-07,CUST-0068,Harshit Kaur,Male,45,Ludhiana,Punjab,Nike Air Max 270 Sneakers,Fashion,1,8995.0,5.0,8545.25,2643.33,Credit Card,Delivered
ORD-10832,2023-06-07,CUST-0067,Nandini Singhania,Female,33,Thiruvananthapuram,Kerala,Sony WH-1000XM5 ANC Headphones,Electronics,1,26990.0,10.0,24291.0,4987.75,Cash on Delivery,Delivered
ORD-10073,2023-06-08,CUST-0072,Yash Aggarwal,Male,30,Gurugram,Haryana,Maybelline Superstay Matte Ink Lipstick,Beauty & Personal Care,1,499.0,10.0,449.1,188.62,Net Banking,Delivered
ORD-10501,2023-06-09,CUST-0048,Namrata Joshi,Female,34,Pune,Maharashtra,Samsung Galaxy S24 5G,Electronics,1,69999.0,0.0,69999.0,12599.82,Credit Card,Delivered
ORD-10040,2023-06-14,CUST-0080,Kabir Mittal,Male,56,Bengaluru,Karnataka,Milton Thermosteel Flip Flask 1000ml,Home & Kitchen,2,950.0,5.0,1805.0,575.79,UPI,Delivered
ORD-10427,2023-06-14,CUST-0025,Siddharth Jain,Male,33,Jaipur,Rajasthan,Kent Grand Plus RO Water Purifier,Home & Kitchen,1,15499.0,25.0,11624.25,2324.85,Debit Card,Delivered
ORD-10487,2023-06-14,CUST-0029,Harish Hegde,Male,40,Mysuru,Karnataka,Maybelline Superstay Matte Ink Lipstick,Beauty & Personal Care,1,499.0,0.0,499.0,224.55,Credit Card,Pending
ORD-10118,2023-06-16,CUST-0035,Abhishek Das,Male,34,Kolkata,West Bengal,Allen Solly Men's Cotton Polo,Fashion,2,1199.0,15.0,2038.3,807.17,UPI,Pending
ORD-10012,2023-06-17,CUST-0075,Tara Narang,Female,47,New Delhi,Delhi,Philips Digital Air Fryer HD9252,Home & Kitchen,1,8499.0,5.0,8074.05,1951.23,Cash on Delivery,Delivered
ORD-10368,2023-06-17,CUST-0048,Namrata Joshi,Female,34,Pune,Maharashtra,Kent Grand Plus RO Water Purifier,Home & Kitchen,1,15499.0,0.0,15499.0,3719.76,UPI,Delivered
ORD-10345,2023-06-18,CUST-0021,Gaurav Saxena,Male,27,Bhopal,Madhya Pradesh,Fitbit Charge 6 Advanced Fitness Tracker,Sports & Fitness,1,14499.0,0.0,14499.0,3189.78,Net Banking,Delivered
ORD-10773,2023-06-18,CUST-0023,Rajesh Pillai,Male,48,Coimbatore,Tamil Nadu,Forest Essentials Soundarya Face Cream,Beauty & Personal Care,1,2850.0,20.0,2280.0,948.48,Debit Card,Delivered
ORD-10035,2023-06-19,CUST-0002,Priya Patel,Female,32,Ahmedabad,Gujarat,SleepyCat Memory Foam Ortho Mattress,Home & Kitchen,1,13999.0,15.0,11899.15,0.0,Credit Card,Cancelled
ORD-10620,2023-06-19,CUST-0018,Ritu Choudhury,Female,28,Surat,Gujarat,Nivia Storm Football Size 5,Sports & Fitness,1,699.0,15.0,594.15,213.89,Debit Card,Delivered
ORD-10403,2023-06-20,CUST-0077,Ojas Aggarwal,Male,39,Chandigarh,Punjab,Dell XPS 13 Core i7 Laptop,Electronics,1,109990.0,20.0,87992.0,10676.36,Net Banking,Delivered
ORD-10472,2023-06-20,CUST-0029,Harish Hegde,Male,40,Mysuru,Karnataka,Dyson V8 Absolute Cordless Vacuum,Home & Kitchen,1,31900.0,10.0,28710.0,5627.16,Credit Card,Delivered
ORD-10242,2023-06-21,CUST-0030,Aarti Goswami,Female,29,Ahmedabad,Gujarat,Philips All-in-One Trimmer MG7715,Beauty & Personal Care,1,3295.0,10.0,2965.5,885.7,UPI,Pending
ORD-10388,2023-06-21,CUST-0045,Mohit Suri,Male,25,Noida,Uttar Pradesh,Apple iPhone 15 (128GB),Electronics,1,74999.0,5.0,71249.05,-4274.94,Credit Card,Returned
ORD-10662,2023-06-21,CUST-0021,Gaurav Saxena,Male,27,Bhopal,Madhya Pradesh,Ray-Ban Aviator Polarized Sunglasses,Fashion,2,7490.0,5.0,14231.0,5777.79,UPI,Delivered
ORD-10663,2023-06-21,CUST-0029,Harish Hegde,Male,40,Mysuru,Karnataka,Forest Essentials Soundarya Face Cream,Beauty & Personal Care,1,2850.0,10.0,2565.0,1149.12,Debit Card,Delivered
ORD-10456,2023-06-22,CUST-0014,Kavita Mehra,Female,34,Chandigarh,Punjab,Logitech MX Master 3S Mouse,Electronics,1,8995.0,0.0,8995.0,2518.6,Credit Card,Delivered
ORD-10657,2023-06-23,CUST-0063,Isha Aggarwal,Female,37,Indore,Madhya Pradesh,Decathlon 20kg Cast Iron Dumbbell Set,Sports & Fitness,2,3499.0,5.0,6648.1,1799.42,Credit Card,Pending
ORD-10058,2023-06-24,CUST-0037,Vivek Chawla,Male,39,New Delhi,Delhi,Levi's 511 Slim Fit Denim,Fashion,1,2899.0,10.0,2609.1,925.36,UPI,Delivered
ORD-10229,2023-06-25,CUST-0070,Komal Grewal,Female,45,Kolkata,West Bengal,Boat Rockerz 450 Bluetooth Headset,Electronics,3,1499.0,20.0,3597.6,1091.27,Credit Card,Pending
ORD-10433,2023-06-27,CUST-0037,Vivek Chawla,Male,39,New Delhi,Delhi,Ikigai: Japanese Secret to a Long Happy Life,Books & Stationery,1,350.0,0.0,350.0,140.0,Credit Card,Delivered
ORD-10690,2023-06-27,CUST-0063,Isha Aggarwal,Female,37,Indore,Madhya Pradesh,Philips Digital Air Fryer HD9252,Home & Kitchen,1,8499.0,0.0,8499.0,2124.75,UPI,Delivered
ORD-10694,2023-06-28,CUST-0041,Tarun Sethi,Male,43,Chandigarh,Punjab,Decathlon 20kg Cast Iron Dumbbell Set,Sports & Fitness,1,3499.0,20.0,2799.2,679.27,Net Banking,Delivered
ORD-10332,2023-06-29,CUST-0125,Isha Mittal,Female,49,Kolkata,West Bengal,Minimalist 10% Niacinamide Serum,Beauty & Personal Care,1,599.0,0.0,599.0,275.54,UPI,Delivered
ORD-10458,2023-06-29,CUST-0032,Bhavna Shah,Female,37,Mumbai,Maharashtra,Ikigai: Japanese Secret to a Long Happy Life,Books & Stationery,1,350.0,5.0,332.5,128.57,UPI,Pending
ORD-10616,2023-06-29,CUST-0027,Nikhil Chauhan,Male,26,Ludhiana,Punjab,Zara Classic Linen Casual Shirt,Fashion,2,2990.0,20.0,4784.0,1658.45,Credit Card,Delivered
ORD-10715,2023-06-29,CUST-0012,Divya Rao,Female,25,Bengaluru,Karnataka,Ikigai: Japanese Secret to a Long Happy Life,Books & Stationery,2,350.0,15.0,595.0,214.2,UPI,Delivered
ORD-10016,2023-06-30,CUST-0053,Kabir Singhania,Male,33,Chennai,Tamil Nadu,Ikigai: Japanese Secret to a Long Happy Life,Books & Stationery,4,350.0,5.0,1330.0,514.27,Cash on Delivery,Delivered
ORD-10330,2023-06-30,CUST-0006,Sneha Reddy,Female,27,Hyderabad,Telangana,Ray-Ban Aviator Polarized Sunglasses,Fashion,1,7490.0,20.0,5992.0,2181.09,Cash on Delivery,Delivered
ORD-10699,2023-06-30,CUST-0018,Ritu Choudhury,Female,28,Surat,Gujarat,Allen Solly Men's Cotton Polo,Fashion,1,1199.0,15.0,1019.15,403.58,Cash on Delivery,Delivered
ORD-10444,2023-07-02,CUST-0002,Priya Patel,Female,32,Ahmedabad,Gujarat,SleepyCat Memory Foam Ortho Mattress,Home & Kitchen,1,13999.0,25.0,10499.25,2624.81,UPI,Delivered
ORD-10763,2023-07-03,CUST-0133,Shruti Desai,Female,27,Bhopal,Madhya Pradesh,Boat Rockerz 450 Bluetooth Headset,Electronics,2,1499.0,10.0,2698.2,881.41,Credit Card,Delivered
ORD-10597,2023-07-04,CUST-0033,Sameer Khan,Male,30,Hyderabad,Telangana,Nivia Storm Football Size 5,Sports & Fitness,1,699.0,10.0,629.1,234.86,UPI,Delivered
ORD-10534,2023-07-05,CUST-0016,Sunita Deshmukh,Female,42,Nagpur,Maharashtra,Allen Solly Men's Cotton Polo,Fashion,1,1199.0,10.0,1079.1,443.15,UPI,Pending
ORD-10759,2023-07-05,CUST-0004,Ananya Iyer,Female,29,Chennai,Tamil Nadu,Milton Thermosteel Flip Flask 1000ml,Home & Kitchen,1,950.0,15.0,807.5,239.83,UPI,Delivered
ORD-10379,2023-07-07,CUST-0084,Payal Aggarwal,Female,43,Varanasi,Uttar Pradesh,Parker Frontier Matte Black Fountain Pen,Books & Stationery,2,650.0,0.0,1300.0,598.0,Debit Card,Delivered
ORD-10531,2023-07-10,CUST-0088,Pranav Aggarwal,Male,51,Chennai,Tamil Nadu,Sony WH-1000XM5 ANC Headphones,Electronics,1,26990.0,20.0,21592.0,4116.87,UPI,Delivered
ORD-10595,2023-07-14,CUST-0029,Harish Hegde,Male,40,Mysuru,Karnataka,Milton Thermosteel Flip Flask 1000ml,Home & Kitchen,1,950.0,5.0,902.5,287.9,UPI,Pending
ORD-10024,2023-07-16,CUST-0037,Vivek Chawla,Male,39,New Delhi,Delhi,Fossil Minimalist Chronograph Watch,Fashion,1,11495.0,20.0,9196.0,2948.85,Debit Card,Delivered
ORD-10190,2023-07-17,CUST-0022,Shweta Mishra,Female,31,Kanpur,Uttar Pradesh,Ray-Ban Aviator Polarized Sunglasses,Fashion,2,7490.0,10.0,13482.0,5284.94,Credit Card,Pending
ORD-10553,2023-07-17,CUST-0038,Monika Soni,Female,31,Jaipur,Rajasthan,Boldfit Anti-Tear NBR Yoga Mat,Sports & Fitness,2,999.0,0.0,1998.0,839.16,Credit Card,Delivered
ORD-10590,2023-07-17,CUST-0036,Kajal Tripathi,Female,28,Varanasi,Uttar Pradesh,Levi's 511 Slim Fit Denim,Fashion,1,2899.0,0.0,2899.0,0.0,Net Banking,Cancelled
ORD-10669,2023-07-17,CUST-0042,Pallavi Shenoy,Female,29,Bengaluru,Karnataka,Apple iPhone 15 (128GB),Electronics,1,74999.0,15.0,63749.15,9179.88,Net Banking,Delivered
ORD-10025,2023-07-18,CUST-0032,Bhavna Shah,Female,37,Mumbai,Maharashtra,Dyson V8 Absolute Cordless Vacuum,Home & Kitchen,1,31900.0,5.0,30305.0,6151.91,Credit Card,Delivered
ORD-10703,2023-07-18,CUST-0024,Tanvi Kulkarni,Female,23,Pune,Maharashtra,Parker Frontier Matte Black Fountain Pen,Books & Stationery,4,650.0,0.0,2600.0,1196.0,UPI,Delivered
ORD-10490,2023-07-19,CUST-0122,Alok Rastogi,Male,35,New Delhi,Delhi,Mi 360 Home Security Camera 2K,Electronics,1,2999.0,0.0,2999.0,899.7,Credit Card,Delivered
ORD-10509,2023-07-20,CUST-0013,Amitabh Sen,Male,45,Kolkata,West Bengal,Allen Solly Men's Cotton Polo,Fashion,4,1199.0,0.0,4796.0,2110.24,UPI,Delivered
ORD-10034,2023-07-22,CUST-0085,Aryan Mittal,Male,24,Kolkata,West Bengal,Minimalist 10% Niacinamide Serum,Beauty & Personal Care,2,599.0,20.0,958.4,382.08,UPI,Delivered
ORD-10013,2023-07-23,CUST-0023,Rajesh Pillai,Male,48,Coimbatore,Tamil Nadu,Apple iPad Air M2,Electronics,1,54900.0,0.0,54900.0,9333.0,UPI,Delivered
ORD-10765,2023-07-23,CUST-0012,Divya Rao,Female,25,Bengaluru,Karnataka,Dyson V8 Absolute Cordless Vacuum,Home & Kitchen,1,31900.0,10.0,28710.0,5627.16,Cash on Delivery,Delivered
ORD-10810,2023-07-23,CUST-0145,Isha Trivedi,Female,53,Lucknow,Uttar Pradesh,Kent Grand Plus RO Water Purifier,Home & Kitchen,2,15499.0,0.0,30998.0,7439.52,Credit Card,Delivered
ORD-10010,2023-07-24,CUST-0041,Tarun Sethi,Male,43,Chandigarh,Punjab,Dell XPS 13 Core i7 Laptop,Electronics,1,109990.0,0.0,109990.0,15398.6,Credit Card,Delivered
ORD-10247,2023-07-24,CUST-0019,Deepak Bhatt,Male,36,Indore,Madhya Pradesh,Nivia Storm Football Size 5,Sports & Fitness,1,699.0,25.0,524.25,174.75,Net Banking,Delivered
ORD-10785,2023-07-24,CUST-0046,Ankita Bose,Female,28,Kolkata,West Bengal,Forest Essentials Soundarya Face Cream,Beauty & Personal Care,1,2850.0,15.0,2422.5,1046.52,Debit Card,Delivered
ORD-10396,2023-07-26,CUST-0017,Arjun Kapoor,Male,31,Mumbai,Maharashtra,Kent Grand Plus RO Water Purifier,Home & Kitchen,1,15499.0,0.0,15499.0,3719.76,Credit Card,Delivered
ORD-10282,2023-07-27,CUST-0140,Ojas Patil,Male,35,Ludhiana,Punjab,The Psychology of Money by Morgan Housel,Books & Stationery,3,399.0,5.0,1137.15,417.71,Net Banking,Delivered
ORD-10431,2023-07-27,CUST-0009,Aditya Joshi,Male,33,Pune,Maharashtra,Fitbit Charge 6 Advanced Fitness Tracker,Sports & Fitness,1,14499.0,20.0,11599.2,2211.58,Credit Card,Delivered
ORD-10591,2023-07-27,CUST-0022,Shweta Mishra,Female,31,Kanpur,Uttar Pradesh,Levi's 511 Slim Fit Denim,Fashion,1,2899.0,10.0,2609.1,0.0,Credit Card,Cancelled
ORD-10175,2023-07-28,CUST-0023,Rajesh Pillai,Male,48,Coimbatore,Tamil Nadu,The Body Shop British Rose Shower Gel,Beauty & Personal Care,2,795.0,10.0,1431.0,0.0,Debit Card,Cancelled
ORD-10003,2023-07-31,CUST-0029,Harish Hegde,Male,40,Mysuru,Karnataka,Forest Essentials Soundarya Face Cream,Beauty & Personal Care,3,2850.0,15.0,7267.5,-436.05,UPI,Returned
ORD-10273,2023-07-31,CUST-0005,Rohan Mukherjee,Male,35,Kolkata,West Bengal,Allen Solly Men's Cotton Polo,Fashion,1,1199.0,5.0,1139.05,484.48,Credit Card,Delivered
ORD-10232,2023-08-01,CUST-0088,Pranav Aggarwal,Male,51,Chennai,Tamil Nadu,Boldfit Anti-Tear NBR Yoga Mat,Sports & Fitness,2,999.0,20.0,1598.4,581.82,Cash on Delivery,Pending
ORD-10316,2023-08-01,CUST-0025,Siddharth Jain,Male,33,Jaipur,Rajasthan,Philips All-in-One Trimmer MG7715,Beauty & Personal Care,1,3295.0,25.0,2471.25,659.0,UPI,Delivered
ORD-10536,2023-08-02,CUST-0022,Shweta Mishra,Female,31,Kanpur,Uttar Pradesh,Forest Essentials Soundarya Face Cream,Beauty & Personal Care,2,2850.0,5.0,5415.0,0.0,UPI,Cancelled
ORD-10248,2023-08-03,CUST-0071,Kartik Kaur,Male,25,Gurugram,Haryana,Philips All-in-One Trimmer MG7715,Beauty & Personal Care,2,3295.0,0.0,6590.0,2108.8,Debit Card,Pending
ORD-10272,2023-08-03,CUST-0041,Tarun Sethi,Male,43,Chandigarh,Punjab,Ikigai: Japanese Secret to a Long Happy Life,Books & Stationery,2,350.0,25.0,525.0,175.0,Credit Card,Delivered
ORD-10784,2023-08-03,CUST-0053,Kabir Singhania,Male,33,Chennai,Tamil Nadu,Philips Digital Air Fryer HD9252,Home & Kitchen,2,8499.0,5.0,16148.1,3902.46,UPI,Delivered
ORD-10451,2023-08-05,CUST-0130,Vidya Subramanian,Female,27,Ahmedabad,Gujarat,Maybelline Superstay Matte Ink Lipstick,Beauty & Personal Care,3,499.0,0.0,1497.0,673.65,UPI,Delivered
ORD-10469,2023-08-05,CUST-0043,Rohit Khandelwal,Male,32,Indore,Madhya Pradesh,Nike Air Max 270 Sneakers,Fashion,1,8995.0,15.0,7645.75,2201.98,UPI,Delivered
ORD-10574,2023-08-05,CUST-0018,Ritu Choudhury,Female,28,Surat,Gujarat,Ray-Ban Aviator Polarized Sunglasses,Fashion,1,7490.0,5.0,7115.5,2888.89,Credit Card,Delivered
ORD-10684,2023-08-05,CUST-0004,Ananya Iyer,Female,29,Chennai,Tamil Nadu,Ikigai: Japanese Secret to a Long Happy Life,Books & Stationery,2,350.0,20.0,560.0,0.0,Credit Card,Cancelled
ORD-10019,2023-08-06,CUST-0016,Sunita Deshmukh,Female,42,Nagpur,Maharashtra,Prestige Induction Cooktop 2000W,Home & Kitchen,1,2899.0,15.0,2464.15,620.97,UPI,Delivered
ORD-10614,2023-08-06,CUST-0066,Aryan Desai,Male,22,Gurugram,Haryana,Apple iPad Air M2,Electronics,1,54900.0,20.0,43920.0,6470.88,Debit Card,Delivered
ORD-10369,2023-08-08,CUST-0019,Deepak Bhatt,Male,36,Indore,Madhya Pradesh,Fossil Minimalist Chronograph Watch,Fashion,1,11495.0,0.0,11495.0,4253.15,UPI,Delivered
ORD-10706,2023-08-10,CUST-0081,Radhika Singhania,Female,54,Gurugram,Haryana,Fitbit Charge 6 Advanced Fitness Tracker,Sports & Fitness,1,14499.0,5.0,13774.05,2929.28,Credit Card,Delivered
ORD-10289,2023-08-11,CUST-0081,Radhika Singhania,Female,54,Gurugram,Haryana,Samsung Galaxy S24 5G,Electronics,1,69999.0,0.0,69999.0,12599.82,Credit Card,Delivered
ORD-10670,2023-08-11,CUST-0079,Shreya Bhatia,Female,27,Kolkata,West Bengal,Decathlon 20kg Cast Iron Dumbbell Set,Sports & Fitness,2,3499.0,0.0,6998.0,1959.44,Credit Card,Delivered
ORD-10200,2023-08-12,CUST-0001,Aarav Sharma,Male,28,Mumbai,Maharashtra,Decathlon 20kg Cast Iron Dumbbell Set,Sports & Fitness,1,3499.0,5.0,3324.05,899.71,Credit Card,Delivered
ORD-10538,2023-08-12,CUST-0022,Shweta Mishra,Female,31,Kanpur,Uttar Pradesh,Apple iPad Air M2,Electronics,1,54900.0,20.0,43920.0,6470.88,UPI,Delivered
ORD-10436,2023-08-14,CUST-0059,Tara Subramanian,Female,38,Ludhiana,Punjab,Ray-Ban Aviator Polarized Sunglasses,Fashion,1,7490.0,15.0,6366.5,2406.54,Credit Card,Delivered
ORD-10497,2023-08-14,CUST-0021,Gaurav Saxena,Male,27,Bhopal,Madhya Pradesh,The Psychology of Money by Morgan Housel,Books & Stationery,3,399.0,10.0,1077.3,-64.64,Credit Card,Returned
